# Chunk-averaged data for fix profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass v_disp v_vx v_vy v_vz v_s22 v_s11 v_s33 v_vo
100 50 17279.8
  24 0.47 323 1.85623 -2.19218 -0.0655599 -1.96469 -0.046466 -37.993 4.15749 -11.5098 10.1767
  25 0.49 351.2 1.98466 -2.19222 -0.00612205 -2.00973 0.00967272 5.41981 -10.2122 33.1152 10.3073
  26 0.51 340 1.9567 -2.19668 0.0064289 -1.95096 0.0187816 24.3586 11.9485 15.511 10.0168
  27 0.53 341.8 1.98452 -2.19971 -0.0012125 -2.00622 -0.0220403 -7.0564 5.75246 14.6326 10.1601
  28 0.55 359.8 2.09376 -2.20019 0.0120479 -2.01535 -0.015519 -4.43524 -29.8875 -3.36827 10.4297
  29 0.57 319.6 1.83464 -2.19424 -0.00415106 -2.01691 0.00475347 -26.5099 19.9317 -14.0747 10.2405
  30 0.59 361.6 2.05031 -2.19175 -0.076135 -1.99757 -0.0269848 1.54322 -40.1427 -10.6898 10.2989
  31 0.61 317 1.83169 -2.19626 0.0107398 -2.00638 0.00965868 -5.87594 20.2806 5.3719 10.1551
  32 0.63 352.6 2.04489 -2.19337 0.00681571 -2.03189 -0.0218219 -18.8963 8.45484 8.3002 10.2187
  33 0.65 359.8 2.09642 -2.19729 0.0182498 -2.03123 -0.0123851 -0.0276948 9.47171 25.2611 10.3113
  34 0.67 318 1.83577 -2.19293 0.0277749 -2.0222 0.0332395 7.85105 31.5531 23.5626 10.12
  35 0.69 369.6 2.08481 -2.19948 0.0337568 -2.05188 0.0281545 -9.5635 -27.258 -13.7493 10.1595
  36 0.71 316.4 1.82922 -2.20811 0.00885406 -2.05145 -0.0319482 -5.3469 17.3085 -2.59057 10.1474
  37 0.73 362.6 2.10507 -2.20706 -0.00675116 -1.99777 -0.0169094 -1.72332 -2.6847 25.6914 10.1488
  38 0.75 361.4 2.11707 -2.21511 0.0751595 -2.08782 0.0248861 -15.2324 -8.73209 31.9694 10.1376
  39 0.77 326 1.86619 -2.221 -0.016086 -2.03091 0.0115398 11.3936 36.1932 16.539 10.0439
  40 0.79 365.6 2.06861 -2.23177 -0.005514 -2.08246 -0.00154686 -0.556709 -28.8257 0.368894 10.0247
  41 0.81 338.4 1.96729 -2.24694 -0.0107391 -2.08823 -0.0248811 26.0532 25.6442 22.9487 9.94009
  42 0.83 345.8 2.00282 -2.25601 0.108437 -2.02466 -0.0216421 -43.3757 -15.5641 -4.21516 9.98454
  43 0.85 371 2.15905 -2.26797 0.0247075 -2.09198 -0.0331595 -7.16005 -22.5053 13.1135 10.1473
  44 0.87 326 1.87916 -2.27022 0.0192968 -2.08371 0.0279308 -16.4945 32.6519 19.1161 10.1085
  45 0.89 358.6 2.03431 -2.26746 -0.0369029 -2.11144 -0.0386883 25.627 -10.2126 16.6711 10.1888
  46 0.91 339.2 1.95413 -2.26498 -0.0223625 -2.06118 -0.0425537 24.0819 31.6719 23.94 10.1104
  47 0.93 324.6 1.88945 -2.25355 0.0296275 -2.1176 0.0303536 -29.2146 -5.436 23.7372 10.5998
  48 0.95 318.8 1.81078 -2.23531 0.0476873 -2.05369 0.0291399 -10.424 5.05937 16.7318 12.8074
  49 0.97 101.8 0.608546 -1.77727 0.0565721 -1.85353 0.00665654 29.6676 -19.412 -47.5435 48.7002
  50 0.99 12 0.0658548 -0.447474 0.0506355 -2.89593 -1.06469 -38.1032 9.71244 -142.91 127.757
11100 50 17280
  1 0.01 506.4 2.88886 -1.418 0.0574102 -0.0654427 0.0268358 156.571 197.07 179.249 6.83674
  2 0.03 451.4 2.63193 -1.49563 -0.0830095 -0.050873 0.0792713 206.052 197.879 167.048 7.86176
  3 0.05 460.6 2.67559 -1.64834 -0.0286088 0.00491855 -0.0410073 237.158 175.408 165.613 7.65806
  4 0.07 453 2.58998 -1.79862 0.0123225 -0.0919593 -0.0670605 205.17 184.474 115.032 7.74117
  5 0.09 455.8 2.59728 -1.95624 -0.0574519 -0.246824 -0.0292914 211.216 163.589 111.704 7.88796
  6 0.11 407.4 2.39548 -2.08742 0.180418 -0.698708 -0.0211944 167.125 105.987 53.2679 8.52668
  7 0.13 346.2 1.95978 -2.15414 0.00591693 -1.55868 0.0395062 35.232 43.9493 16.742 9.45732
  8 0.15 367.8 2.15511 -2.17641 0.0410557 -1.94477 0.0194549 -6.40124 -3.5834 -1.33657 10.1272
  9 0.17 343.2 1.9829 -2.18514 -0.065944 -1.93454 -0.0377983 -38.6049 -5.53598 7.07193 10.0799
  10 0.19 337 1.96004 -2.19376 -0.027001 -1.95777 -0.00638185 17.5197 37.8614 20.862 9.95403
  11 0.21 366.8 2.08103 -2.20636 -0.0599507 -1.93097 0.0351475 12.1042 -42.4181 11.413 10.0877
  12 0.23 323.4 1.84373 -2.2149 0.0314168 -1.97425 -0.0358455 -22.5144 24.0348 4.52826 10.0747
  13 0.25 361 2.11152 -2.2156 0.0234166 -2.03809 0.0370734 -41.0981 -20.4608 -6.8141 10.3109
  14 0.27 343.8 1.98592 -2.21132 0.0391338 -1.93001 -0.00582903 1.10419 7.14605 42.204 10.258
  15 0.29 330.4 1.92656 -2.2131 0.0541665 -1.93422 0.0420669 2.76629 3.20143 -20.0309 10.1268
  16 0.31 353.6 2.00737 -2.21831 0.0686126 -2.00825 -0.00818014 12.1463 -28.0303 6.45287 10.2987
  17 0.33 323.2 1.85282 -2.21536 -0.0297995 -2.07108 -0.019962 -26.3786 0.545092 -8.60761 10.1779
  18 0.35 364.8 2.12801 -2.21624 -0.0484424 -1.97413 -0.0418753 -15.005 -31.333 9.63923 10.3183
  19 0.37 334.6 1.92723 -2.21506 -0.0280019 -2.02321 0.0262545 -33.6798 -6.27487 20.9125 10.2843
  20 0.39 337.4 1.95389 -2.21498 -0.00535514 -2.02564 -0.00923865 -1.44499 -12.0917 0.484448 10.1549
  21 0.41 351.6 2.00226 -2.21674 0.00906026 -1.98264 -0.00752274 -0.615221 -14.4124 5.9032 10.218
  22 0.43 324.4 1.87403 -2.21606 0.0169275 -2.01866 0.00228487 -18.981 29.464 4.30573 10.2191
  23 0.45 364 2.14296 -2.21423 0.0327902 -1.99794 -0.0478169 -13.152 -12.996 20.8819 10.4309
  24 0.47 322.8 1.85063 -2.21162 0.0136681 -2.00346 -0.0466079 -46.9175 2.32439 -10.8442 10.2749
  25 0.49 349 1.98975 -2.21209 0.0110258 -1.9655 0.034102 11.8865 -14.3616 36.1281 10.1925
  26 0.51 345 1.99401 -2.2161 -0.0136952 -1.96601 -0.0144769 19.226 -3.2342 2.065 9.95637
  27 0.53 336.8 1.9459 -2.22043 -0.0448483 -2.00792 0.0396337 -40.1112 1.51321 -6.69046 10.2129
  28 0.55 362.4 2.12514 -2.22036 0.0313973 -2.03012 -0.0464898 -4.26385 -35.517 -9.01228 10.4711
  29 0.57 317.8 1.82276 -2.21394 0.0501588 -1.97171 0.0129219 -61.0573 1.57887 -16.712 10.3075
  30 0.59 357.6 2.02265 -2.21173 -0.0341515 -1.97399 -0.0356504 16.3023 -14.0016 9.20745 10.2137
  31 0.61 324.2 1.87557 -2.21613 0.00116874 -1.95123 0.0706643 3.74119 3.7649 -5.15432 10.1763
  32 0.63 346.2 2.01132 -2.21449 0.0103293 -2.05277 -0.0257834 -37.8217 -6.72151 1.99941 10.229
  33 0.65 362.8 2.10452 -2.21671 -0.0205029 -2.0055 -0.0397191 -18.372 -21.5863 5.27277 10.2714
  34 0.67 316.2 1.82655 -2.21378 0.0244478 -2.06764 -0.022392 -5.43102 31.8311 3.09822 10.1632
  35 0.69 372.2 2.10672 -2.22013 -0.0233435 -2.02292 0.0347513 -11.0185 -20.0347 -2.03626 10.1682
  36 0.71 315.8 1.83433 -2.22787 -0.108148 -1.98126 -0.0114527 -1.87128 33.4088 16.0415 10.1333
  37 0.73 357.8 2.07135 -2.22736 0.0244899 -2.06728 0.0225249 -12.0757 -5.86082 15.1131 10.1271
  38 0.75 368.4 2.15001 -2.23576 0.000407255 -2.04904 0.00991717 -30.6211 -19.2459 -11.3106 10.1458
  39 0.77 320.8 1.8459 -2.24164 -0.00040552 -2.04707 0.0582208 -5.01687 20.6691 8.93709 10.0268
  40 0.79 366 2.07032 -2.25305 -0.0644693 -2.05376 0.0117765 15.4592 -31.7642 -1.85267 10.0264
  41 0.81 340.8 1.97834 -2.26808 0.0375552 -2.08021 0.0234863 20.1357 12.8607 17.7826 9.9291
  42 0.83 344.6 2.00175 -2.27693 0.0661174 -2.07126 -0.00102249 -52.2507 -19.2886 -4.25758 9.97928
  43 0.85 369 2.15189 -2.28885 -0.00564939 -2.05724 -0.0239727 -26.4716 -24.03 4.45071 10.1807
  44 0.87 324.6 1.87187 -2.29111 0.0458051 -2.05199 0.0947921 -29.9947 12.1043 -0.58316 10.1216
  45 0.89 358.2 2.02881 -2.28803 -0.0175539 -2.04812 -0.00491761 24.5668 -14.8149 33.2058 10.1585
  46 0.91 343.6 1.97807 -2.28482 -0.000129435 -1.96974 -0.00460282 17.0135 -0.989589 12.0927 10.1385
  47 0.93 322 1.87278 -2.27425 0.0132019 -2.10695 -0.051215 -35.533 0.627419 7.74332 10.5737
  48 0.95 319.2 1.81521 -2.25553 -0.0878927 -2.01238 -0.0329046 -9.44201 -2.87432 2.03765 12.9773
  49 0.97 98.4 0.58051 -1.74075 0.0878743 -1.89484 -0.21444 -0.867305 -0.714951 -30.0734 51.7486
  50 0.99 10 0.064933 -0.466333 0.00128474 -1.12801 0.220444 -131.381 -12.7647 -195.675 134.618
11200 50 17280
  1 0.01 511 2.93182 -1.42124 -0.0700341 -0.105713 -0.0611945 176.045 201.543 191.881 6.87322
  2 0.03 445 2.5915 -1.49509 -0.0263164 -0.0344201 0.113061 232.401 225.259 164.36 7.81771
  3 0.05 460.2 2.66089 -1.64803 -0.0190533 -0.131923 -0.0702477 193.414 166.354 135.724 7.67948
  4 0.07 458.2 2.6254 -1.79979 -0.0229981 -0.0631069 -0.0671061 228.613 202.179 124.712 7.7055
  5 0.09 451.8 2.58869 -1.95898 0.0423409 -0.240707 -0.0594046 192.886 144.464 100.11 7.86865
  6 0.11 420 2.4366 -2.09502 0.181972 -0.649727 -0.0137117 176.053 122.795 46.7552 8.41181
  7 0.13 345.2 1.98382 -2.17053 0.00309984 -1.45601 0.0404217 65.8032 79.4993 35.2424 9.39824
  8 0.15 362 2.1109 -2.19578 0.0474374 -1.88963 -0.0105355 10.5912 8.628 16.0054 10.0198
  9 0.17 356.2 2.05934 -2.20472 0.0130519 -1.93515 -0.0232376 -27.569 -12.1864 2.31444 10.0879
  10 0.19 328.6 1.92015 -2.21392 -0.0360312 -1.87808 -0.0447977 -10.7145 14.9671 -1.10916 9.96077
  11 0.21 374.4 2.11872 -2.2261 -0.0274545 -1.94888 -0.0118312 20.2684 -14.2532 22.5665 10.1335
  12 0.23 325.2 1.87655 -2.23439 0.0271813 -1.97321 -0.0231526 11.6729 26.1074 16.4105 10.0057
  13 0.25 345.4 2.0077 -2.23611 -0.0119975 -1.976 0.0282036 -33.8871 -11.7038 14.8037 10.3495
  14 0.27 351.2 2.02243 -2.23119 0.0066321 -2.0111 -0.0925569 -19.9899 4.23348 14.2504 10.2937
  15 0.29 328.2 1.9248 -2.23249 -0.0831086 -1.98688 0.0194767 8.39559 22.0786 11.1458 10.0725
  16 0.31 352.2 1.99494 -2.23827 0.00560572 -2.01799 0.019758 11.0004 -27.7293 16.8151 10.3079
  17 0.33 322 1.85101 -2.23574 -0.0042045 -2.00865 -0.0400054 -32.846 -18.0041 4.23569 10.1682
  18 0.35 368.8 2.14232 -2.23592 0.0614419 -1.98615 -0.0169875 -30.6681 -19.6585 -7.1051 10.2914
  19 0.37 337.6 1.96113 -2.23562 0.0330731 -2.01047 0.0233493 -9.76054 25.4569 28.8416 10.2622
  20 0.39 330.6 1.91154 -2.23445 -0.0161715 -1.91429 -0.0432687 13.4075 26.3479 10.6215 10.2177
  21 0.41 357.4 2.03326 -2.23605 0.0338254 -1.95886 -0.000392525 15.6115 -9.53784 23.2423 10.2787
  22 0.43 320.4 1.84001 -2.23663 0.0157162 -2.08386 -0.0121805 -22.4823 17.2143 15.2607 10.1645
  23 0.45 365.8 2.144 -2.23469 0.0111412 -2.08359 -0.0147321 -16.0964 -19.561 -8.45856 10.391
  24 0.47 322 1.86209 -2.23138 -0.0210959 -1.971 0.0577035 -15.0584 14.1333 4.80284 10.3086
  25 0.49 345.8 1.98148 -2.23169 0.00180123 -1.99168 0.00771983 19.601 -5.95511 12.5537 10.1536
  26 0.51 353.2 2.02028 -2.23695 0.0130432 -2.06797 -0.0367255 30.4409 -4.22942 20.8514 10.0258
  27 0.53 329 1.9008 -2.24067 0.0203666 -2.01941 0.0198828 -44.349 1.66969 0.586035 10.18
  28 0.55 363.8 2.14663 -2.24048 0.0213078 -1.98998 -0.017689 2.15255 -40.5074 8.91387 10.4723
  29 0.57 315.8 1.82909 -2.23304 -0.00662177 -1.96761 0.0497948 -31.9287 17.3186 13.085 10.3052
  30 0.59 357.6 2.02132 -2.23159 -6.08967e-05 -1.96871 -0.019641 44.1292 6.74638 31.7781 10.2407
  31 0.61 325 1.87409 -2.23535 -0.0007122 -1.91121 0.0165876 -2.84483 -16.7273 -11.7425 10.1209
  32 0.63 346.8 2.01861 -2.23501 0.0252767 -2.0149 0.00124541 -52.9193 -22.3221 -3.24292 10.1966
  33 0.65 361.4 2.10265 -2.23648 0.0446533 -2.02655 -0.0132526 -28.4525 -24.605 -4.67348 10.3505
  34 0.67 317.2 1.8202 -2.23441 0.0316359 -2.01776 0.0365199 -21.975 14.6597 -6.82855 10.1079
  35 0.69 372 2.1189 -2.24052 -0.00103243 -2.02366 0.0192941 -11.4882 -31.1364 4.34231 10.19
  36 0.71 320 1.85026 -2.24791 -0.0300961 -2.05937 -0.023837 8.28258 29.6344 16.667 10.1526
  37 0.73 351.6 2.03893 -2.2485 -0.0410664 -2.05067 -0.0326226 -24.2718 9.48052 13.5782 10.1034
  38 0.75 370.8 2.16516 -2.25614 0.0583151 -2.03318 -0.0288638 -2.10039 -2.18155 -0.77982 10.1646
  39 0.77 322.2 1.84942 -2.26261 -0.00920891 -2.06582 0.0414098 -21.8031 18.6708 -3.28686 10.0095
  40 0.79 364.8 2.0749 -2.27346 -0.0101842 -2.03536 -0.0509554 17.6663 -3.20368 17.2009 10.0064
  41 0.81 341.6 1.98088 -2.28951 -0.0506536 -2.06855 -0.0495951 17.8788 6.6573 -5.7948 9.92856
  42 0.83 344.6 1.99406 -2.29803 0.0153056 -2.03671 0.0387919 -23.9257 21.7312 20.2359 9.96598
  43 0.85 368.6 2.15386 -2.30959 0.0269675 -2.10808 -0.0678787 -7.79637 -5.53835 20.2438 10.2163
  44 0.87 323 1.86761 -2.31163 -0.0275572 -2.022 0.0446962 -33.05 16.4537 -0.068671 10.1197
  45 0.89 358 2.0329 -2.30846 0.00510632 -2.06397 -0.0012372 14.6948 -20.6854 25.219 10.1294
  46 0.91 344.6 1.98241 -2.30458 0.018037 -2.07304 0.0220713 9.67191 -14.5782 1.16671 10.1357
  47 0.93 324.6 1.88997 -2.2961 -0.0353882 -2.13764 0.0328522 -52.4502 -22.5875 -30.6423 10.5318
  48 0.95 315.4 1.79129 -2.27515 -0.043907 -2.05416 -0.00110195 -57.3997 -35.8825 -34.3614 13.1453
  49 0.97 93 0.556639 -1.72922 0.149738 -2.06836 -0.114571 -48.5391 -95.9553 -65.6608 54.4548
  50 0.99 10.2 0.0601347 -0.455918 0.0562834 -0.523446 -1.43951 -47.1076 -244.323 -96.5839 131.434
11300 50 17280
  1 0.01 509.4 2.91702 -1.4217 -0.055659 -0.0133069 -0.00720544 178.876 184.229 179.703 6.87961
  2 0.03 449.4 2.62264 -1.49706 -0.0568455 0.0366699 -0.0332656 233.469 211.92 160.04 7.78649
  3 0.05 456.2 2.6482 -1.64945 -0.0921889 -0.104257 -0.0786904 201.852 153.297 148.868 7.67921
  4 0.07 454.6 2.6111 -1.79965 0.0328972 -0.104239 -0.037684 211.194 199.651 119.231 7.69544
  5 0.09 458.8 2.60882 -1.95996 -0.0198974 -0.105489 0.0430039 195.064 146.224 116.819 7.85186
  6 0.11 424.4 2.46604 -2.1021 0.203845 -0.572118 -0.0015819 192.774 148.909 87.8827 8.28873
  7 0.13 352.8 2.03701 -2.18634 0.0326185 -1.36947 0.0225969 84.4019 76.512 21.4161 9.32626
  8 0.15 354.4 2.06928 -2.21441 0.00616981 -1.83969 -0.0480185 -14.2843 -1.42361 5.8372 9.90838
  9 0.17 365.2 2.1176 -2.22394 -0.0318872 -1.89581 0.0297565 -36.0672 -25.7941 -22.9878 10.185
  10 0.19 325.4 1.88582 -2.23324 0.00688195 -1.96247 0.0436653 -21.0501 23.8754 -2.46139 9.9293
  11 0.21 369 2.10166 -2.24622 -0.0312128 -1.93826 0.023442 24.203 -14.5856 33.1596 10.1305
  12 0.23 330 1.90777 -2.25472 0.0207803 -1.99084 0.0133993 16.8561 11.2357 15.4616 9.98554
  13 0.25 338.2 1.96619 -2.25538 0.0128672 -2.01112 -0.0488803 -28.0127 -7.24802 6.36949 10.3349
  14 0.27 360.4 2.08324 -2.2507 0.0364278 -1.95179 0.0113059 -21.8357 -18.1319 1.87997 10.3405
  15 0.29 325.2 1.89844 -2.25351 -0.0230117 -1.97125 0.00617361 1.7615 27.02 14.7924 10.0365
  16 0.31 356.2 2.01274 -2.25786 -0.0180695 -1.96157 0.010399 18.2328 -37.7885 19.5441 10.3532
  17 0.33 321.2 1.85603 -2.25569 0.0853814 -2.01944 -0.0208834 -5.10886 15.5039 23.7209 10.1328
  18 0.35 359.6 2.09026 -2.25607 -0.0301652 -2.03438 0.00788472 -30.938 -15.9362 10.33 10.2525
  19 0.37 348.6 2.03131 -2.25617 0.0258163 -2.01704 0.0346828 -10.7513 5.68461 23.5107 10.3351
  20 0.39 321 1.8493 -2.25332 -0.0455679 -1.93128 -0.00896345 -0.689087 -7.0351 -6.951 10.1569
  21 0.41 357.6 2.03333 -2.25584 0.00888559 -2.0047 -0.0118562 3.33582 -24.568 5.35456 10.3073
  22 0.43 324.6 1.86543 -2.25699 -0.0419901 -2.00281 -0.00198573 -36.0991 16.2004 4.8224 10.1167
  23 0.45 362.8 2.12393 -2.25489 -0.0274025 -2.02239 0.0215402 -2.95582 -7.4578 11.8981 10.383
  24 0.47 330.8 1.90935 -2.25121 0.000702739 -1.96147 -0.0125974 -30.5312 -7.50227 -7.36351 10.3043
  25 0.49 335.8 1.94014 -2.25156 0.0273794 -1.99432 0.00526498 23.1757 -2.83587 1.7251 10.1514
  26 0.51 356.6 2.0324 -2.25754 0.0124629 -1.97369 0.016702 5.78891 -25.6301 -0.850809 10.0833
  27 0.53 324.6 1.87016 -2.26074 -0.0274176 -1.99043 -0.069845 -38.8474 -0.391978 -3.05718 10.1432
  28 0.55 362 2.1461 -2.26091 -0.0085965 -2.02309 -0.0266379 4.82136 -34.9363 11.3243 10.4901
  29 0.57 318.8 1.83836 -2.25286 0.0428542 -2.00496 -0.0254528 -27.2151 8.2272 8.07985 10.3625
  30 0.59 356 2.02614 -2.25093 -0.0859706 -1.97096 -0.0155725 45.5254 -7.33189 30.1723 10.1563
  31 0.61 334.2 1.9241 -2.25515 -0.0323531 -1.97981 0.00471601 -0.0137781 -14.9918 -7.25709 10.1429
  32 0.63 340.6 1.98006 -2.25547 0.0215544 -2.04234 0.0366962 -43.6848 -4.45332 -7.98375 10.1709
  33 0.65 359.4 2.09726 -2.25664 0.00579173 -2.03993 -0.00490876 -6.53206 -25.6048 2.72823 10.3817
  34 0.67 319 1.836 -2.2546 0.0155106 -2.03845 0.0267816 -12.0532 27.5813 6.56153 10.1064
  35 0.69 366 2.08354 -2.26078 -0.00420699 -1.98522 0.017833 2.99834 -18.6976 9.39348 10.2068
  36 0.71 323.4 1.86601 -2.26846 -0.00979657 -2.05731 0.0410486 4.73044 10.5314 -10.923 10.0917
  37 0.73 350.6 2.04356 -2.26901 0.0130535 -2.03178 -0.0161249 -46.7093 -21.4201 0.904405 10.0933
  38 0.75 369.4 2.15515 -2.27642 0.00863344 -2.03754 0.00585554 -10.8521 -25.3458 -4.01513 10.2043
  39 0.77 322 1.85309 -2.28306 -0.0311075 -2.06109 0.0528641 -34.6617 17.4345 -11.7602 10.0222
  40 0.79 365 2.07264 -2.29446 -0.0160683 -2.10482 0.015665 5.70608 -14.1265 16.2377 9.98558
  41 0.81 348.6 2.02194 -2.3098 0.0314911 -2.00578 -0.0482074 23.0674 -1.50081 2.43402 9.92172
  42 0.83 340 1.96128 -2.31926 0.090344 -2.07565 -0.00470921 -14.5265 22.9938 18.5493 9.96314
  43 0.85 366.4 2.14195 -2.33117 -0.00119377 -2.1149 -0.0334119 -8.04757 -15.9912 18.721 10.2172
  44 0.87 327.4 1.88468 -2.33207 0.0153134 -2.07477 -0.0142054 -29.8492 -0.533153 -10.4244 10.1758
  45 0.89 355 2.03354 -2.32852 -0.056452 -2.01708 -0.0381995 -3.93496 -30.6399 11.9945 10.1016
  46 0.91 343.2 1.97696 -2.32558 0.0108144 -2.04827 -0.028886 20.2592 -23.748 0.83766 10.1133
  47 0.93 324.8 1.89262 -2.31673 0.00501146 -2.11232 0.00963316 -40.2404 -9.38095 -14.632 10.5678
  48 0.95 313.6 1.77653 -2.29277 -0.0160907 -1.97113 0.0415135 -23.3416 -2.28233 -5.25128 13.2114
  49 0.97 91.4 0.551438 -1.74851 0.03728 -2.04313 0.00625826 -2.3449 -94.3594 -63.5274 53.7108
  50 0.99 10.4 0.0590303 -0.455734 -0.535416 -0.702819 -0.321064 -119.927 -174.659 -103.517 144.325
11400 50 17280
  1 0.01 509.2 2.91854 -1.42375 -0.166111 -0.133627 -0.0287444 148.258 184.093 146.472 6.87457
  2 0.03 452.4 2.63811 -1.49835 -0.0999631 -0.119814 0.195604 209.694 165.813 138.075 7.75583
  3 0.05 454.2 2.62636 -1.65007 -0.0653418 -0.0759299 -0.0875958 203.738 173.314 130.304 7.69765
  4 0.07 455.2 2.6198 -1.80182 -0.00676743 -0.136901 -0.0579646 210.831 190.626 128.903 7.70429
  5 0.09 458.6 2.62389 -1.96158 -0.00945771 -0.196897 -0.0419086 217.754 174.558 153.17 7.8241
  6 0.11 427.2 2.47067 -2.10849 0.161115 -0.463009 -0.0917758 167.196 129.219 86.6043 8.18501
  7 0.13 369.8 2.15949 -2.20126 0.0384489 -1.27275 -0.013114 84.3747 46.6568 22.3392 9.21328
  8 0.15 340.6 1.97943 -2.23306 0.102957 -1.83262 -0.00280015 -38.6722 -6.18388 8.33756 9.84373
  9 0.17 369.8 2.16345 -2.24281 -0.0580797 -1.96021 -0.0129046 -23.1525 -28.4034 -0.207241 10.2791
  10 0.19 328.4 1.88693 -2.25384 0.00466383 -1.96352 -0.0198252 -40.7955 11.3866 -16.3285 9.94143
  11 0.21 359.6 2.05145 -2.26587 0.00494714 -1.94287 -0.0293277 33.2125 -7.11071 14.653 10.0297
  12 0.23 340 1.97005 -2.27465 0.0241838 -1.96236 -0.0125272 17.7734 16.5716 5.26855 9.98101
  13 0.25 330.2 1.91227 -2.27547 0.0234244 -1.97279 0.0229669 -48.213 -7.75538 -6.65775 10.2919
  14 0.27 363.6 2.11807 -2.2702 0.0406533 -1.99782 0.0237934 -10.2335 -26.5575 -1.86601 10.4143
  15 0.29 324.2 1.88596 -2.27312 0.00136737 -1.94353 -0.0256969 6.37899 31.8056 8.76423 10.0714
  16 0.31 360.8 2.03303 -2.27752 0.0323409 -2.03251 0.00758376 9.08053 -19.5505 15.5159 10.2754
  17 0.33 321.2 1.86772 -2.27643 -0.0499936 -2.04164 -0.0187788 3.84739 19.8668 17.8062 10.2255
  18 0.35 348.4 2.02122 -2.27602 0.0215788 -1.97033 -0.0607461 -24.0726 -8.69858 9.51799 10.1691
  19 0.37 356.4 2.06281 -2.27663 -0.0287482 -2.04986 0.0726856 -43.2848 -8.72899 13.0085 10.3906
  20 0.39 318.4 1.85842 -2.27298 0.000249285 -1.95128 0.0133684 -21.8245 1.0745 -21.3356 10.1148
  21 0.41 358.6 2.02647 -2.27585 0.0166077 -2.03105 -0.0190432 16.8399 -14.17 17.03 10.2729
  22 0.43 320.4 1.85064 -2.27689 0.0515916 -2.05239 -0.011734 -11.8248 26.6424 15.1972 10.1403
  23 0.45 361 2.10563 -2.27503 0.0554855 -2.0232 -0.0470509 -0.185187 -0.990267 19.252 10.4037
  24 0.47 338 1.95577 -2.27172 -0.00722736 -2.02072 -0.0188058 -28.1029 29.3373 35.8367 10.2793
  25 0.49 330.8 1.92064 -2.2708 0.00300658 -1.94134 0.0221639 47.8276 18.6276 25.8729 10.1821
  26 0.51 357 2.03103 -2.27735 -0.0150913 -1.98898 0.0133472 -1.72262 -21.8972 -5.78418 10.108
  27 0.53 325.8 1.87041 -2.28102 -0.0243727 -2.03448 0.0224863 -42.9361 17.0712 -5.83648 10.0717
  28 0.55 362.2 2.1338 -2.28085 -0.000130061 -1.99441 -0.0325924 1.18871 -5.46563 17.315 10.5243
  29 0.57 321 1.84817 -2.27266 -0.0120691 -1.93513 0.0528221 -50.2069 0.0172607 2.69265 10.3377
  30 0.59 348.4 2.0105 -2.27085 0.00958589 -1.9908 -0.00862437 27.4139 -16.5412 21.5402 10.1683
  31 0.61 343.4 1.98609 -2.27428 0.000835417 -1.9403 0.0295195 7.58576 -7.14441 -7.15449 10.1556
  32 0.63 333.2 1.93943 -2.27612 0.0219956 -2.0165 0.00156799 -35.0879 2.99077 6.18364 10.1364
  33 0.65 363.2 2.11236 -2.2765 -0.0343026 -2.00554 -0.0375845 5.40659 -30.0866 12.4027 10.4403
  34 0.67 317.6 1.82311 -2.27553 0.0107095 -2.05652 -0.0310792 -25.1087 9.71345 14.8325 10.0897
  35 0.69 361.8 2.06672 -2.28072 0.0108656 -2.02841 0.0360912 21.6686 -7.60818 20.3267 10.1705
  36 0.71 328.2 1.89321 -2.28851 0.0131762 -2.04225 0.00228927 18.1751 19.7775 2.9112 10.1075
  37 0.73 348.2 2.03052 -2.29015 -0.0233573 -2.10544 -0.0354609 -21.3117 -1.67613 14.5901 10.0359
  38 0.75 367.2 2.14692 -2.29748 0.0294556 -2.11575 -0.0309243 4.15128 -2.9937 27.1135 10.2599
  39 0.77 326.2 1.86775 -2.30389 -0.0466358 -2.00603 0.0883731 -28.4511 -5.59445 -15.2218 10.0545
  40 0.79 361.6 2.06494 -2.31509 0.0211395 -2.03848 -0.0562983 5.74502 -20.6611 14.919 9.92988
  41 0.81 354.2 2.04347 -2.33055 0.0325401 -2.12343 0.0226616 27.1593 -9.42947 15.8107 9.91288
  42 0.83 333.8 1.93573 -2.34025 0.00697421 -2.05091 0.0357868 -17.052 17.3752 2.0769 9.97782
  43 0.85 367.4 2.1437 -2.35198 0.00601964 -2.04245 0.0370258 5.88274 -1.17239 11.0965 10.2291
  44 0.87 327.8 1.89631 -2.3525 -0.0232824 -2.0245 0.0376648 -48.2661 -1.10099 -15.3489 10.1891
  45 0.89 352.4 2.01916 -2.34911 -0.0445253 -2.07677 -0.00824553 -0.735565 -33.1871 -15.7574 10.1063
  46 0.91 349.2 1.99571 -2.34595 0.030466 -2.09211 0.00742296 26.7851 -11.5153 1.97134 10.0797
  47 0.93 320.2 1.88107 -2.33747 0.0362029 -2.08501 -0.0428227 -30.5775 -1.73478 16.1337 10.5818
  48 0.95 314.8 1.78696 -2.31088 -0.0513187 -2.09491 -0.0728163 2.66899 19.7719 -3.43313 13.2184
  49 0.97 88 0.531101 -1.74614 -0.160285 -2.03943 -0.0110354 -4.16049 -46.4548 -74.0658 55.4545
