# Chunk-averaged data for fix profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass v_disp v_vx v_vy v_vz v_s22 v_s11 v_s33 v_vo
100 50 17279.8
  46 0.91 287.2 2.00415 -6.43303 0.0521485 1.73078 0.0689632 19.3383 -7.76899 33.9443 10.2901
  47 0.93 272.6 1.94504 -6.41613 0.0343168 1.61229 0.131532 -2.76208 -3.5236 9.23289 10.8396
  48 0.95 239 1.62281 -6.38692 -0.0819942 1.6978 0.0446731 -9.66392 -1.33233 -29.9186 12.0727
  49 0.97 180.8 1.25458 -5.67477 -0.0436135 1.71804 -0.0839914 -21.4028 -72.1547 -59.0952 19.3721
  50 0.99 42.6 0.341163 -3.86926 0.0101593 1.95815 0.331991 28.0727 55.1054 29.8117 50.4698
48200 50 17279.2
  1 0.01 458.4 3.17195 -1.79187 0.11525 -0.0693374 -0.0710421 186.855 227.361 202.408 6.24176
  2 0.03 381 2.69035 -1.50523 0.077863 -0.0166087 -0.10741 240.693 215.266 213.66 7.55969
  3 0.05 390.8 2.78414 -1.65064 -0.0223314 -0.102766 -0.0250938 251.824 272.99 224.001 7.45054
  4 0.07 384.8 2.67625 -1.79916 0.080424 0.176828 -0.00752385 190.755 208.078 131.325 7.441
  5 0.09 390 2.76169 -1.95032 0.012164 -0.209537 0.0613714 229.764 180.007 200.208 7.41027
  6 0.11 399.6 2.79037 -2.10892 0.0270593 0.0400112 0.131814 227.976 217.972 189.662 7.29424
  7 0.13 391.8 2.72279 -2.27296 0.00142418 -0.0728895 0.0282029 221.647 167.907 160.341 7.41126
  8 0.15 389 2.74332 -2.43883 0.0508711 0.0322074 0.0251287 212.321 191.395 160.645 7.38083
  9 0.17 381.6 2.64444 -2.58934 -0.0462096 -0.0224548 -0.0170309 238.891 227.24 163.428 7.40726
  10 0.19 384.2 2.71271 -2.73972 -0.0395943 0.0454995 0.0661935 227.422 225.853 198.292 7.4854
  11 0.21 386.8 2.69696 -2.89716 0.0352757 -0.0389604 0.0494228 212.913 220.526 198.737 7.47892
  12 0.23 387.4 2.75537 -3.05423 -0.0632634 -0.0139395 0.000491832 254.789 222.257 163.759 7.43047
  13 0.25 385.4 2.69509 -3.20944 -0.0719832 -0.0891894 0.0850347 223.829 229.899 178.141 7.50852
  14 0.27 388.8 2.7291 -3.35965 -0.0734013 0.0338786 -0.0225816 224.772 198.161 165.543 7.46601
  15 0.29 385.6 2.72887 -3.51619 -0.0111408 0.0334699 0.0675246 229.649 223.666 161.456 7.45102
  16 0.31 389.6 2.70358 -3.67253 0.00355307 0.020866 -0.0337956 196.631 191.418 139.414 7.4203
  17 0.33 387.8 2.68488 -3.82958 -0.0375332 0.0286815 -0.0396848 225.836 196.061 162.265 7.50716
  18 0.35 379.2 2.66665 -3.98069 0.0229331 0.0444788 0.0321994 205.663 157.744 154.924 7.49713
  19 0.37 382.2 2.68728 -4.1247 -0.0942926 0.13442 -0.0240949 195.23 175.083 146.681 7.48265
  20 0.39 384.4 2.69739 -4.27752 0.0558023 0.128311 0.0409223 200.517 175.533 150.752 7.60205
  21 0.41 368.8 2.64354 -4.41684 0.0197765 0.0562521 -0.049638 174.452 168.398 128.817 7.71868
  22 0.43 376.4 2.60772 -4.55764 -0.00668891 0.19373 0.0197275 162.874 175.276 129.173 7.7229
  23 0.45 370.6 2.55844 -4.68932 -0.108456 0.339342 -0.0463365 158 128.391 80.9649 7.67274
  24 0.47 377.2 2.69371 -4.82267 -0.0336541 0.280903 -0.00424644 189.047 167.421 147.622 7.65292
  25 0.49 385.4 2.64112 -4.97127 0.0565793 0.29583 0.00632679 176.544 161.013 118.973 7.71945
  26 0.51 356.2 2.55928 -5.09961 0.0310909 0.37162 -0.0867288 131.171 126.317 53.4099 7.89943
  27 0.53 358.2 2.45573 -5.20946 0.0298062 0.437134 -0.0344274 123.721 114.875 69.2192 7.95951
  28 0.55 360 2.59358 -5.33251 0.0206186 0.565307 -0.101944 157.975 141.335 128.393 8.01845
  29 0.57 366.4 2.55009 -5.45256 -0.0212034 0.575303 -0.0416437 85.8411 81.4831 64.1617 8.05693
  30 0.59 341.4 2.40765 -5.55639 0.0333669 0.725065 0.0284476 114.376 97.8608 65.8121 8.1545
  31 0.61 369 2.54207 -5.66278 0.0140521 0.74255 0.0103489 117.798 83.139 73.7384 8.19147
  32 0.63 324.8 2.27174 -5.7598 -0.0656195 0.882141 0.019982 69.879 34.4092 71.0191 8.33316
  33 0.65 351.2 2.48858 -5.84375 0.0230098 0.950886 -0.0778014 75.811 79.1063 44.7036 8.55607
  34 0.67 337.6 2.39169 -5.94037 0.0120547 1.06977 -0.0128799 18.6344 55.1106 19.0228 8.52299
  35 0.69 331.6 2.3145 -6.0142 0.0557279 0.993585 0.143592 88.5257 73.8772 57.4182 8.61301
  36 0.71 340.4 2.35248 -6.09114 -0.014445 1.19998 0.01085 56.8856 13.1057 4.69217 8.72473
  37 0.73 311.6 2.19963 -6.14759 -0.128055 1.1404 -0.0524838 19.2775 48.0457 35.9079 8.92755
  38 0.75 324.8 2.30233 -6.216 0.0492079 1.26705 -0.0119743 -5.44409 22.8948 23.8736 8.99276
  39 0.77 314.2 2.18471 -6.26992 -0.0993456 1.29128 0.000433631 34.4564 7.06046 -27.8537 9.05065
  40 0.79 308.2 2.13251 -6.32106 0.0125639 1.47259 -0.0638577 91.4003 55.1065 39.9096 9.29503
  41 0.81 305.8 2.18356 -6.34933 0.121683 1.537 -0.133718 15.4482 33.9929 57.4495 9.69392
  42 0.83 292.8 2.06133 -6.3829 -0.000910445 1.53111 -0.0817342 -5.80569 6.12316 -9.72429 9.65563
  43 0.85 305.4 2.1044 -6.39479 -0.0552448 1.55267 0.0342378 9.6352 -25.6645 -7.72018 9.60195
  44 0.87 287.6 2.02302 -6.40717 -0.0655522 1.70598 0.0978824 4.64174 33.3371 18.4674 10.062
  45 0.89 282.4 1.99345 -6.42379 0.0187574 1.67817 -0.0330715 -21.6469 19.8026 13.7597 9.94287
  46 0.91 285 1.99045 -6.41634 0.0510212 1.72987 0.0460729 24.7198 2.1702 -10.2144 10.2909
  47 0.93 275.2 1.9518 -6.39847 0.0284708 1.85996 0.0888285 -46.3484 -16.1527 -29.2943 10.8563
  48 0.95 238.8 1.62645 -6.37049 0.0877876 1.65543 0.163354 1.49362 13.5952 -29.9002 12.0232
  49 0.97 180.2 1.2525 -5.67541 -0.0342378 1.854 -0.0954452 -24.3384 -46.4725 -45.2294 19.3557
  50 0.99 43.6 0.347713 -3.82763 -0.0305013 1.74205 -0.168941 19.4485 14.7046 -6.07351 49.667
48300 50 17278.8
  1 0.01 454.8 3.15091 -1.79358 0.0316963 0.0411749 0.0129973 160.608 194.048 189.906 6.23604
  2 0.03 387.2 2.72699 -1.50526 0.0713402 -0.0980986 0.101055 197.782 176.474 167.255 7.53549
  3 0.05 388.4 2.78223 -1.65147 0.0256131 0.0326316 -0.0239662 232.114 233.882 237.252 7.48816
  4 0.07 385.2 2.66015 -1.79879 -0.00579422 -0.0180779 0.00775346 212.94 226.596 166.67 7.4174
  5 0.09 391 2.75727 -1.95171 -0.0498311 -0.0831927 0.0865449 216.562 217.937 202.972 7.40617
  6 0.11 396.6 2.77809 -2.10942 -0.0546868 -0.0517979 0.132943 220.226 202.536 186.645 7.29598
  7 0.13 396.4 2.75446 -2.27421 0.0777643 -0.0497267 0.128589 217.961 135.258 146.311 7.41243
  8 0.15 388.6 2.72751 -2.43981 -0.0460852 -0.016292 0.0390034 225.585 181.215 171.899 7.3831
  9 0.17 379.2 2.62811 -2.58967 -0.0115706 0.0992801 -0.0458637 223.444 199.652 156.72 7.42725
  10 0.19 386.8 2.73147 -2.73992 -0.109236 -0.0116684 0.0266488 235.364 241.544 190.477 7.47232
  11 0.21 385.2 2.69131 -2.89847 -0.042036 0.0606783 0.00320546 237.805 244.812 207.425 7.47267
  12 0.23 387.8 2.75925 -3.05477 -0.0101159 -0.0487449 -0.0588081 209.433 182.256 125.247 7.43265
  13 0.25 388.2 2.7141 -3.21008 -0.0736718 0.0258524 0.0515068 208.042 234.23 177.75 7.5004
  14 0.27 389.2 2.72689 -3.36282 -0.0383913 -0.0607603 -0.0668165 202.147 179.984 157.982 7.4919
  15 0.29 383 2.69454 -3.51731 -0.0403081 0.0143484 -0.0556958 226.647 210.281 163.925 7.43453
  16 0.31 390 2.71544 -3.67328 -0.0194274 0.0436022 0.0554987 203.31 141.432 134.885 7.41663
  17 0.33 389 2.68707 -3.82984 0.0629456 0.0292849 0.00582317 216.555 194.798 145.602 7.52906
  18 0.35 379.4 2.67139 -3.98164 0.0391427 0.138026 0.0129495 185.382 156.684 144.999 7.5015
  19 0.37 380.6 2.66816 -4.12523 -0.0268651 0.151815 -0.00654703 201.664 179.885 160.167 7.48542
  20 0.39 381 2.69081 -4.27613 -0.0441107 0.208662 -0.0671201 218.46 182.968 163.987 7.59247
  21 0.41 376.2 2.65684 -4.41648 0.0200481 0.205757 -0.0737395 198.07 159.87 106.377 7.72528
  22 0.43 373.4 2.59614 -4.55686 -0.00737632 0.266026 0.0613843 178.852 155.169 131.596 7.74516
  23 0.45 374.6 2.59654 -4.68963 -0.0527582 0.265321 -0.051583 182.36 129.993 95.9357 7.63977
  24 0.47 373 2.65868 -4.8223 -0.0395537 0.291923 0.00468479 130.621 126.508 108.331 7.70554
  25 0.49 385 2.64023 -4.96825 -0.107134 0.317661 0.0203718 192.481 158.422 137.684 7.70212
  26 0.51 355.6 2.55361 -5.09682 -0.00697234 0.368621 -0.0292544 121.869 113.557 66.3986 7.92935
  27 0.53 355.4 2.44861 -5.20382 -0.0420884 0.538363 0.00957595 143.606 121.122 87.9846 7.96968
  28 0.55 364.2 2.60265 -5.32868 -0.00567957 0.480074 -0.052037 173.547 138.919 115.5 8.01766
  29 0.57 368.4 2.55928 -5.44732 -0.0257242 0.626884 -0.0113368 86.9241 92.7111 69.1271 8.0757
  30 0.59 334.6 2.36497 -5.55064 0.0876254 0.668563 0.0367378 115.576 103.257 49.2908 8.18631
  31 0.61 372.4 2.5598 -5.65541 0.00462336 0.766103 -0.0204293 100.718 58.2725 42.5538 8.21909
  32 0.63 322.2 2.2622 -5.75148 -0.00244372 0.939305 -0.0793317 99.3212 70.4701 68.4613 8.34846
  33 0.65 348.4 2.47075 -5.83306 0.0649986 0.936189 -0.140908 53.1891 68.57 43.4052 8.55412
  34 0.67 339.8 2.3935 -5.92987 0.0699154 0.947937 0.149576 27.0606 43.2243 16.2795 8.53587
  35 0.69 332.4 2.3236 -6.00364 -0.0448842 1.09777 -0.0715302 73.5252 55.4349 32.3017 8.65406
  36 0.71 339.2 2.32621 -6.07915 0.00460946 1.19645 0.01695 64.2094 29.3142 63.205 8.73373
  37 0.73 312 2.21099 -6.13499 -0.0136972 1.18856 -0.0667973 21.2604 42.9756 15.7721 8.93131
  38 0.75 326 2.31744 -6.20372 -0.0905935 1.35566 -0.00899932 22.7351 75.758 30.5586 8.99942
  39 0.77 312.8 2.17064 -6.25651 -0.0374586 1.29009 0.00672013 67.6449 54.7791 19.5118 9.08338
  40 0.79 304.4 2.11431 -6.30565 -0.0140875 1.50867 -0.0851704 69.3909 44.0385 38.631 9.35693
  41 0.81 309.6 2.19991 -6.33379 0.0558843 1.52332 -0.00783169 1.35903 49.8361 46.7354 9.67602
  42 0.83 289.8 2.04446 -6.36718 -0.0420464 1.56425 -0.111282 -19.5065 28.6144 4.08279 9.63553
  43 0.85 305.6 2.08739 -6.38003 -0.00772992 1.53544 0.00512822 12.3116 -25.6626 -12.7098 9.63627
  44 0.87 290 2.05224 -6.38952 0.0256692 1.66704 0.0500227 -43.3359 7.93195 7.7365 10.0916
  45 0.89 279.6 1.98594 -6.40709 0.0422069 1.75459 -0.0863324 1.42222 27.1479 20.971 9.86312
  46 0.91 284.6 1.97823 -6.39911 0.0689449 1.73452 0.0724838 33.4142 -11.1449 5.68348 10.3321
  47 0.93 277 1.96207 -6.38173 -0.0179997 1.68867 0.0653816 -15.878 -14.3158 -8.3484 10.7942
  48 0.95 234.8 1.60375 -6.35367 -0.12554 1.55167 0.0710914 38.6676 77.4397 52.0837 11.9524
  49 0.97 187.2 1.282 -5.69929 0.116355 1.74557 -0.0745543 -10.1145 -16.5737 -12.4089 19.3408
  50 0.99 43 0.348409 -3.78112 0.195767 1.99878 0.0275287 39.1175 12.5389 -37.3171 49.2284
48400 50 17278.4
  1 0.01 457.8 3.1743 -1.79012 0.115271 -0.0147136 0.0502622 160.64 147.82 177.668 6.24755
  2 0.03 387 2.71916 -1.50528 -0.0566483 0.0329545 0.108627 218.683 191.487 199.792 7.50716
  3 0.05 387.4 2.76779 -1.6538 -0.0709174 0.0130905 -0.0629266 206.969 203.259 189.677 7.51827
  4 0.07 388 2.67676 -1.79898 0.0312247 -0.0407928 0.0667515 211.107 186.488 171.771 7.40782
  5 0.09 389.8 2.75586 -1.95552 0.0666267 -0.227649 -0.11027 255.445 243.258 247.92 7.38941
  6 0.11 395.2 2.74192 -2.11182 -0.00949391 -0.10773 0.108815 223.899 225.871 226.34 7.30654
  7 0.13 395.6 2.7795 -2.27551 0.0660327 -0.0231935 0.00202976 234.668 166.691 143.132 7.40898
  8 0.15 385 2.68849 -2.43898 0.0230608 -0.0121755 0.0419621 240.471 209.689 168.556 7.3987
  9 0.17 384.6 2.66374 -2.58947 0.0787142 -0.0387006 -0.0353394 216.149 196.644 157.34 7.43131
  10 0.19 383.2 2.70051 -2.74069 -0.0250234 0.0768112 -0.0289133 219.09 228.339 201.322 7.46909
  11 0.21 392.2 2.7399 -2.89912 -0.0527427 0.0103683 -0.0283143 247.995 216.738 191.291 7.453
  12 0.23 387.6 2.75151 -3.05758 0.0861625 0.0403402 0.027902 244.21 239.88 147.698 7.44291
  13 0.25 386 2.70901 -3.21192 0.0124893 0.000803203 0.0279098 229.129 224.144 183.899 7.51782
  14 0.27 386.6 2.70421 -3.36371 -0.00149477 0.034029 -0.00280715 216.884 186.16 160.025 7.49563
  15 0.29 389.4 2.72715 -3.51945 -0.0173604 -0.00181932 -0.131262 239 220.434 182.192 7.42081
  16 0.31 385 2.68953 -3.67436 -0.0553495 0.055642 -0.000896335 218.349 175.039 147.399 7.41591
  17 0.33 388 2.68283 -3.83026 0.0206805 0.0697685 0.0955828 198.186 171.149 147.918 7.53343
  18 0.35 384.2 2.69663 -3.98164 0.0636989 0.0596197 -0.00178102 178.082 162.267 170.618 7.52348
  19 0.37 381.8 2.67282 -4.12741 -0.044866 0.200886 0.0335826 192.159 170.203 158.545 7.47444
  20 0.39 376 2.64455 -4.27504 -0.0204455 0.113243 -0.0784983 228.391 163.811 148.374 7.62059
  21 0.41 376.2 2.67287 -4.4158 0.0516131 0.175729 0.0539644 193.439 144.604 91.8842 7.74091
  22 0.43 375.4 2.60647 -4.55636 0.0456296 0.218352 -0.00986832 180.353 168.15 138.627 7.73764
  23 0.45 372.2 2.58511 -4.68734 -0.0671549 0.291149 -0.0311864 207.528 163.748 113.192 7.63736
  24 0.47 374.2 2.65896 -4.82109 -0.0694177 0.265892 0.0675971 156.369 151.783 102.614 7.70773
  25 0.49 383.8 2.62901 -4.9653 -0.000207418 0.390389 0.0200342 175.871 143.08 110.04 7.71833
  26 0.51 356.6 2.5573 -5.09359 -0.0693979 0.470413 0.0121251 123.852 104.21 49.5007 7.9403
  27 0.53 356 2.43477 -5.19977 0.0889901 0.509136 0.0547469 134.565 96.5744 95.1925 7.98475
  28 0.55 362.8 2.59582 -5.32432 0.016769 0.51341 -0.0856834 141.356 130.138 96.1621 8.04051
  29 0.57 366.6 2.56214 -5.44201 0.013946 0.667853 -0.0221375 101.652 113.396 99.5202 8.13319
  30 0.59 335.2 2.35592 -5.54358 -0.0163394 0.759489 0.013829 144.453 90.6883 59.5286 8.13775
  31 0.61 371.4 2.55289 -5.64853 0.0236275 0.745398 -0.0320833 78.6294 44.4618 52.2149 8.26402
  32 0.63 322.4 2.26931 -5.74192 -0.0839309 0.940922 -0.0755552 75.0809 88.2737 25.5146 8.37333
  33 0.65 348 2.45643 -5.8237 0.00160215 0.983962 0.000948746 90.9129 103.683 63.5719 8.53605
  34 0.67 341 2.40098 -5.92058 0.0131443 1.01096 0.0144387 35.2643 54.536 12.0657 8.56096
  35 0.69 330.2 2.30845 -5.99217 -0.0501682 1.10918 0.0851422 96.0382 90.0637 59.6774 8.698
  36 0.71 336.4 2.31682 -6.06681 0.0576738 1.19927 0.00772241 77.0769 17.0432 36.4071 8.71727
  37 0.73 316.4 2.22346 -6.12308 0.0112347 1.1355 0.013509 20.4318 47.9341 27.3679 8.94317
  38 0.75 325.4 2.31714 -6.19079 -0.0939292 1.26816 -0.112166 47.3806 91.1131 18.1954 9.01631
  39 0.77 313.4 2.17288 -6.24423 -0.0787326 1.29603 0.0367287 30.7464 8.26314 9.4871 9.10139
  40 0.79 303.2 2.09829 -6.29051 0.0549811 1.46803 -0.0707376 14.2776 16.8998 -6.71981 9.36365
  41 0.81 309.4 2.19718 -6.31902 0.0328466 1.42596 0.0259063 -10.3681 25.3305 30.0017 9.68275
  42 0.83 291.6 2.05691 -6.35145 0.0250674 1.64571 -0.131392 5.83062 42.9417 42.16 9.68318
  43 0.85 303.8 2.08185 -6.36309 -0.140602 1.73798 -0.0488759 32.9949 8.64518 1.96825 9.64008
  44 0.87 288 2.032 -6.37328 -0.04273 1.68781 0.112289 -23.5861 1.52419 18.1904 10.0924
  45 0.89 281.8 1.99729 -6.38992 0.0703242 1.65427 -0.0486227 -17.8162 23.6153 13.6795 9.90177
  46 0.91 283 1.9637 -6.38167 0.0769487 1.7944 0.0524156 37.3646 -8.64121 26.4698 10.286
  47 0.93 276.6 1.96318 -6.36402 0.0611177 1.74072 0.193492 -7.34194 1.88476 8.5657 10.7913
  48 0.95 238.4 1.61492 -6.33947 -0.00774991 1.66168 0.0516432 3.38239 35.7288 16.4065 11.9784
  49 0.97 183.4 1.27967 -5.70379 0.0434405 1.82184 -0.0184773 -56.5788 -6.6059 -9.78221 19.1956
  50 0.99 45.2 0.348746 -3.80996 0.0372664 1.94257 -0.0951548 -90.2666 -57.8657 -37.9243 48.6055
48500 50 17279.2
  1 0.01 457 3.15832 -1.78982 0.0330595 0.0125147 -0.0575382 170.32 189.803 187.333 6.24513
  2 0.03 389.4 2.73442 -1.50446 0.0652298 -0.158288 -0.0345547 222.939 201.33 190.979 7.50635
  3 0.05 385.6 2.75023 -1.65448 0.0818612 -0.0190376 -0.0189134 243.769 245.616 217.225 7.50521
  4 0.07 392.4 2.72597 -1.79965 -0.0199971 -0.00757696 0.000443539 249.077 222.759 202.912 7.39828
  5 0.09 389.6 2.73969 -1.95962 -0.0244971 -0.038628 0.149139 243.004 227.371 229.819 7.38186
  6 0.11 392.8 2.7323 -2.11338 0.00925256 -0.000783059 0.0998949 209.335 217.148 227.628 7.35179
  7 0.13 396 2.76252 -2.27598 0.0311806 -0.0559334 0.0379058 226.082 167.933 150.208 7.38951
  8 0.15 384.8 2.67654 -2.44017 -0.0117573 -0.00387328 0.0126497 171.792 187.013 137.826 7.39572
  9 0.17 390.2 2.70975 -2.59123 -0.0517682 0.0625312 -0.0331668 196.36 201.386 168.932 7.45142
  10 0.19 381.8 2.69739 -2.74444 -0.0670545 -0.00421068 0.0832371 205.846 190.97 171.807 7.45975
  11 0.21 390.6 2.71973 -2.89917 -0.0778194 0.00397613 -0.00474836 236.764 223.611 191.146 7.45919
  12 0.23 391.2 2.77282 -3.06081 -0.0759341 -0.00283148 0.00632129 251.534 224.764 161.11 7.45827
  13 0.25 383.8 2.69783 -3.21543 -0.0578385 -0.0506445 0.119255 238.585 221.166 196.079 7.49935
  14 0.27 389.4 2.7018 -3.36646 -0.1089 -0.0910441 -0.0863522 213.259 198.413 152.003 7.47406
  15 0.29 384.4 2.68606 -3.52163 0.047968 0.0239007 -0.126868 204.788 188.32 129.15 7.44149
  16 0.31 385.6 2.7001 -3.67581 -0.0908703 0.0561495 -0.0303665 207.624 174.101 149.949 7.42667
  17 0.33 387.6 2.67306 -3.82988 -0.00471817 0.0733804 0.108002 223.631 163.18 190.313 7.53858
  18 0.35 386.2 2.71502 -3.98281 -0.0246882 0.0927814 0.0281012 216.234 205.616 203.837 7.52531
  19 0.37 385.4 2.70594 -4.13049 -0.063966 0.177061 -0.0715852 209.397 205.793 188.714 7.46895
  20 0.39 371.6 2.59633 -4.27537 0.00141315 0.132031 -0.0361806 219.986 170.312 171.925 7.63463
  21 0.41 379.6 2.67577 -4.41761 -0.00438965 0.136862 -0.0358808 205.334 159.493 102.477 7.74032
  22 0.43 376.6 2.64013 -4.55549 0.000632614 0.209421 -0.0568631 163.998 172.497 131.477 7.75418
  23 0.45 372 2.56502 -4.68944 -0.0614922 0.296436 -0.0277349 208.062 170.012 133.207 7.63719
  24 0.47 374.6 2.66405 -4.82237 -0.0650855 0.307529 0.00859573 187.05 190.706 136.409 7.73359
  25 0.49 376.8 2.57998 -4.96267 0.032321 0.281761 -0.0741042 196.384 138.088 95.7597 7.7452
  26 0.51 362.4 2.58691 -5.0911 -0.0599433 0.488778 -0.0168623 122.417 142.908 59.8182 7.91405
  27 0.53 352.2 2.41702 -5.19757 0.00902268 0.430469 -0.00216966 123.507 82.5589 67.1869 8.01288
  28 0.55 362 2.56961 -5.32007 0.0558671 0.589694 -0.00637273 101.798 112.559 95.5628 8.05403
  29 0.57 370.2 2.58024 -5.43687 0.032854 0.637724 -0.0241328 78.6183 95.1992 43.8092 8.13966
  30 0.59 331.4 2.34893 -5.53798 0.103782 0.737551 0.0336915 157.104 101.253 96.8392 8.18947
  31 0.61 369.2 2.53029 -5.64087 -0.0507025 0.880769 -0.0314253 88.0937 46.6219 74.4292 8.28601
  32 0.63 325.8 2.27938 -5.73339 0.0436288 0.970256 -0.00210089 62.436 64.8118 41.1797 8.36756
  33 0.65 347.6 2.45774 -5.81527 -0.00268982 0.997886 -0.0590511 83.0957 100.079 69.9055 8.55441
  34 0.67 343.2 2.42628 -5.91099 0.100745 1.03053 -0.00152878 65.2047 117.064 82.4221 8.53794
  35 0.69 325.6 2.26269 -5.9822 0.00153624 1.139 0.0546209 101.777 83.8689 71.1032 8.76059
  36 0.71 341 2.33555 -6.05593 0.0211087 1.13943 -0.0626446 60.1768 35.5091 32.407 8.74362
  37 0.73 311.4 2.20056 -6.1124 -0.0823018 1.2215 -0.00834263 17.8122 21.7096 25.4548 8.93699
  38 0.75 328.2 2.32542 -6.17789 -0.113941 1.28557 -0.076966 38.4825 50.6506 50.6245 8.98189
  39 0.77 311.4 2.1621 -6.23164 0.0369331 1.385 -0.0146173 41.931 31.5122 37.2453 9.19278
  40 0.79 307 2.12108 -6.27674 -0.0845649 1.47788 -0.107224 22.7064 -20.7934 12.4007 9.34494
  41 0.81 306.6 2.17775 -6.30413 0.129813 1.53028 -0.022927 -9.48314 6.72841 9.92921 9.73231
  42 0.83 289.4 2.03479 -6.3357 -0.0240395 1.63004 -0.0439684 -11.8638 13.0146 10.1731 9.69876
  43 0.85 306.4 2.10742 -6.34648 0.0559891 1.56085 0.0274884 27.2302 -53.6874 -19.6135 9.6278
  44 0.87 286 2.00451 -6.35623 -0.0611122 1.73115 0.102729 6.59193 12.1418 9.11323 10.1025
  45 0.89 283.2 1.99559 -6.37329 0.0125779 1.75411 0.000568809 18.4304 24.4299 19.2096 9.93459
  46 0.91 285.2 1.98766 -6.36369 0.175354 1.70663 -0.000211253 26.1785 12.715 45.1181 10.379
  47 0.93 276.2 1.9536 -6.34496 0.0614818 1.74359 0.150596 -12.4272 10.1972 4.61224 10.726
  48 0.95 235.6 1.59896 -6.31771 0.000179657 1.67904 -0.00991367 -23.3966 13.5763 -11.2438 12.0403
  49 0.97 181 1.26274 -5.69271 0.130582 1.84498 -0.0189459 -29.9608 0.00080557 2.35344 19.0703
  50 0.99 46 0.35166 -3.80465 0.275521 2.14975 0.0462167 -55.6473 -49.3528 -27.7001 49.4701
48600 50 17279.2
  1 0.01 460 3.17018 -1.78504 0.075316 0.16508 -0.0294124 175.31 226.196 199.608 6.24593
  2 0.03 384 2.70636 -1.50539 -0.0200793 -0.0453664 0.0727162 245.791 239.307 173.747 7.51854
  3 0.05 390.8 2.76709 -1.65393 -0.0503072 0.0624483 0.0687916 216.926 203.928 202.851 7.50533
  4 0.07 395.4 2.74593 -1.80201 -0.0483258 -0.0980999 -0.0530948 204.587 182.061 165.518 7.39345
  5 0.09 390 2.74184 -1.96153 0.0847334 -0.0384905 -0.0129883 250.957 214.317 223.258 7.36939
  6 0.11 390.6 2.7224 -2.1171 -0.00699251 -0.141856 0.101792 217.914 216.965 206.099 7.35147
  7 0.13 394 2.7372 -2.27694 0.115031 0.00935041 -0.00103051 225.494 155.593 146.785 7.39056
  8 0.15 387.2 2.68314 -2.44165 -0.0394904 -0.0117155 0.0665981 181.477 177.201 134.151 7.40836
  9 0.17 388.8 2.70698 -2.59268 0.115568 0.0247697 -0.0172712 174.893 189.456 134.741 7.45384
  10 0.19 383.6 2.7059 -2.74613 -0.028758 0.0345714 0.0113031 195.633 161.596 142.164 7.4547
  11 0.21 389.2 2.71777 -2.9009 -0.108309 0.0194686 -0.00929812 206.117 224.62 193.599 7.47714
  12 0.23 391 2.76413 -3.06119 0.0538267 0.0195858 -0.0236199 248.465 187.474 158.93 7.44607
  13 0.25 386.2 2.69763 -3.21879 0.030276 0.0162624 -0.0140956 220.092 203.211 151.414 7.51465
  14 0.27 390.6 2.71582 -3.36901 -0.0428272 0.0150937 -0.0849381 201.495 163.594 142.747 7.4682
  15 0.29 381 2.63168 -3.52373 -0.0188389 0.0286435 -0.175548 198.248 173.495 133.318 7.42032
  16 0.31 385 2.71881 -3.67611 -0.129069 0.0356184 0.0169969 207.925 171.804 137.458 7.45588
  17 0.33 390.4 2.69253 -3.83015 -0.0223505 0.126713 0.0308142 223.266 171.879 185.439 7.53068
  18 0.35 388 2.72076 -3.98338 0.000160959 0.136083 -0.0346715 212.412 191.085 187.837 7.52338
  19 0.37 386.8 2.71411 -4.13427 -0.107537 0.113582 0.0110305 204.28 188.51 164.22 7.48643
  20 0.39 371.4 2.5819 -4.27596 0.12568 0.211564 -0.0281722 188.318 183.294 161.14 7.63831
  21 0.41 381.4 2.68339 -4.4184 0.0262282 0.272381 -0.0851612 184.718 144.481 120.97 7.7771
  22 0.43 371 2.61209 -4.55599 -0.0183565 0.312606 -0.0065572 178.52 158.418 126.221 7.73446
  23 0.45 378.8 2.59495 -4.68929 -0.0540561 0.240819 0.00341445 179.355 134.545 99.8033 7.65731
  24 0.47 367.4 2.61783 -4.82346 -0.0429216 0.266929 -0.0368259 209.885 179.857 153.287 7.72587
  25 0.49 377 2.58071 -4.95914 -0.0687811 0.46682 -0.00783545 185.212 174.176 123.42 7.77532
  26 0.51 366.8 2.60281 -5.08818 0.0285615 0.603696 0.0397798 156.015 114.889 77.3899 7.9281
  27 0.53 350.8 2.41565 -5.19621 -0.00412318 0.555182 0.0126144 151.497 126.14 105.216 8.02044
  28 0.55 361.6 2.54971 -5.31551 0.0116031 0.572566 -0.0727096 127.963 120.954 87.8737 8.07801
  29 0.57 367.2 2.5626 -5.43297 -0.0115985 0.708688 -0.00386761 67.9576 91.4997 31.652 8.16025
  30 0.59 330 2.34799 -5.53205 0.0568703 0.65712 0.0131619 150.436 124.143 103.316 8.19837
  31 0.61 369 2.51835 -5.63236 -0.062106 0.813096 -0.0382326 112.784 98.5562 86.7605 8.30718
  32 0.63 326.8 2.28772 -5.72533 -0.0103557 0.943936 -0.137354 89.851 85.3149 60.8956 8.36005
  33 0.65 350.8 2.47287 -5.8062 0.0173455 1.00721 -0.0657739 80.1566 91.3432 73.0258 8.58581
